Symbol,Name,Country,Sector,Industry
MYFW,First Western Financial Inc. Common Stock,United States,Finance,Major Banks
MYGN,Myriad Genetics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,United States,,
MYJ,Blackrock MuniYield New Jersey Fund Inc Common Stock,United States,,
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,United States,,
MYO,Myomo Inc. Common Stock,United States,Health Care,Industrial Specialties
MYOV,Myovant Sciences Ltd. Common Shares,United States,Health Care,Major Pharmaceuticals
MYRG,MYR Group Inc. Common Stock,United States,Basic Industries,Water Supply
MYSZ,My Size Inc. Common Stock,Israel,Technology,Computer Software: Prepackaged Software
MYT,Urban Tea Inc. Ordinary Shares,China,Consumer Services,Restaurants
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,,Consumer Services,Catalog/Specialty Distribution
MZA,Blackrock MuniYield Arizona Fund Inc. Common Stock,United States,,
NAACU,North Atlantic Acquisition Corporation Unit,Malta,Finance,Business Services
NAC,Nuveen California Quality Municipal Income Fund,United States,,
NAD,Nuveen Quality Municipal Income Fund Common Stock,United States,,
NAII,Natural Alternatives International Inc. Common Stock,United States,Consumer Durables,Specialty Chemicals
NAK,Northern Dynasty Minerals Ltd. Common Stock,Canada,Basic Industries,Precious Metals
NAKD,Naked Brand Group Limited Ordinary Shares,New Zealand,Consumer Non-Durables,Apparel
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,United States,,
NAOV,NanoVibronix Inc. Common Stock,United States,Health Care,Industrial Specialties
NAPR,Innovator Nasdaq-100 Power Buffer ETF - April,,,
NARI,Inari Medical Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NAT,Nordic American Tankers Limited Common Stock,Bermuda,Consumer Services,Marine Transportation
NATH,Nathan's Famous Inc. Common Stock,United States,Consumer Services,Restaurants
NATI,National Instruments Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
NATR,Nature's Sunshine Products Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
NAV,Navistar International Corporation Common Stock,United States,Capital Goods,Auto Manufacturing
NAVB,Navidea Biopharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NAVI,Navient Corporation Common Stock,United States,Finance,Investment Bankers/Brokers/Service
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,United States,,
NBA,New Beginnings Acquisition Corp. Common Stock,,Finance,Business Services
NBAC,Newborn Acquisition Corp. Ordinary Shares,China,Capital Goods,Industrial Specialties
NBACR,Newborn Acquisition Corp. Right,China,Capital Goods,Industrial Specialties
NBACU,Newborn Acquisition Corp. Unit,China,Capital Goods,Industrial Specialties
NBACW,Newborn Acquisition Corp. Warrant,China,Capital Goods,Industrial Specialties
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,United States,,
NBEV,NewAge Inc. Common Stock,United States,Consumer Non-Durables,Beverages (Production/Distribution)
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,United States,,
NBHC,National Bank Holdings Corporation Common Stock,United States,Finance,Major Banks
NBIX,Neurocrine Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBLX,Noble Midstream Partners LP Common Units Representing Limited Partner Interests,United States,Energy,Natural Gas Distribution
NBN,Northeast Bank Common Stock,United States,Finance,Major Banks
NBO,Neuberger Berman New York Municipal Fund Inc. Common Stock,United States,,
NBR,Nabors Industries Ltd.,Bermuda,Energy,Oil & Gas Production
NBR^A,Nabors Industries Ltd. 6.00% Mandatory Convertible Preferred Shares Series A,Bermuda,,
NBRV,Nabriva Therapeutics plc Ordinary Shares Ireland,Ireland,Health Care,Major Pharmaceuticals
NBSE,NeuBase Therapeutics Inc.  Common Stock,United States,Health Care,Major Pharmaceuticals
NBTB,NBT Bancorp Inc. Common Stock,United States,Finance,Major Banks
NBTX,Nanobiotix S.A. American Depositary Shares,France,Health Care,Major Pharmaceuticals
NBW,Neuberger Berman California Municipal Fund Inc Common Stock,United States,,
NBY,NovaBay Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
NC,NACCO Industries Inc. Common Stock,United States,Consumer Durables,Consumer Electronics/Appliances
NCA,Nuveen California Municipal Value Fund,United States,,
NCBS,Nicolet Bankshares Inc. Common Stock,United States,Finance,Major Banks
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,United States,Consumer Services,Marine Transportation
NCMI,National CineMedia Inc. Common Stock,United States,Consumer Services,Advertising
NCNA,NuCana plc American Depositary Share,United Kingdom,Health Care,Major Pharmaceuticals
NCNO,nCino Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NCR,NCR Corporation Common Stock,United States,Miscellaneous,Office Equipment/Supplies/Services
NCSM,NCS Multistage Holdings Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NCTY,The9 Limited American Depository Shares,China,Miscellaneous,Business Services
NCV,Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest,United States,,
NCV^A,Virtus AllianzGI Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,United States,,
NCZ,Virtus AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,United States,,
NCZ^A,Virtus AllianzGI Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,United States,,
NDACU,NightDragon Acquisition Corp. SCALE Units,United States,Finance,Business Services
NDAQ,Nasdaq Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company Class A Common Stock,United States,Consumer Services,Restaurants
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,,,
NDP,Tortoise Energy Independence Fund Inc. Common Stock,United States,,
NDRA,ENDRA Life Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW,ENDRA Life Sciences Inc. Warrants,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN,Nordson Corporation Common Stock,United States,Capital Goods,Industrial Machinery/Components
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,United States,,
NEBC,Nebula Caravel Acquisition Corp. Class A Common Stock,United States,Consumer Services,Other Consumer Services
NEBCU,Nebula Caravel Acquisition Corp. Unit,United States,Consumer Services,Other Consumer Services
NEBCW,Nebula Caravel Acquisition Corp. Warrant,United States,Consumer Services,Other Consumer Services
NEE,NextEra Energy Inc. Common Stock,United States,Public Utilities,Electric Utilities: Central
NEE^K,NextEra Energy Inc. Series K Junior Subordinated Debentures due June 1 2076,United States,,
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,United States,,
NEE^O,NextEra Energy Inc. 4.872% Corporate Units,United States,,
NEE^P,NextEra Energy Inc. 5.279% Corporate Units,United States,,
NEE^Q,NextEra Energy Inc. 6.219% Corporate Units,United States,,
NEM,Newmont Corporation,United States,Basic Industries,Precious Metals
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,United States,Consumer Services,Building operators
NEO,NeoGenomics Inc. Common Stock,United States,Health Care,Precision Instruments
NEOG,Neogen Corporation Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc. Common Stock,Sweden,Capital Goods,Industrial Machinery/Components
NEOS,Neos Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,United States,Public Utilities,Electric Utilities: Central
NEPH,Nephros Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,Canada,Health Care,Major Pharmaceuticals
NERV,Minerva Neurosciences Inc Common Stock,United States,Health Care,Major Pharmaceuticals
NES,Nuverra Environmental Solutions Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NESR,National Energy Services Reunited Corp. Ordinary Shares,United States,Energy,Oilfield Services/Equipment
NESRW,National Energy Services Reunited Corp. Warrant,United States,Energy,Oilfield Services/Equipment
NET,Cloudflare Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
NETE,Net Element Inc. Common Stock,United States,Technology,EDP Services
NETI,Eneti Inc. Common Stock,Monaco,Transportation,Marine Transportation
NEU,NewMarket Corp Common Stock,United States,Basic Industries,Major Chemicals
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,United States,,
NEW,Puxin Limited American Depositary Shares each representing two Ordinary Shares,,Consumer Services,Other Consumer Services
NEWA,Newater Technology Inc. Ordinary Shares,China,Basic Industries,Miscellaneous
NEWR,New Relic Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NEWT,Newtek Business Services Corp. Common Stock (Maryland),United States,,
NEWTL,Newtek Business Services Corp. 5.75% Notes due 2024,United States,,
NEWTZ,Newtek Business Services Corp. 5.50% Notes Due 2026,United States,,
NEX,NexTier Oilfield Solutions Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NEXA,Nexa Resources S.A. Common Shares,,Basic Industries,Precious Metals
NEXI,NexImmune Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
NEXT,NextDecade Corporation Common Stock,United States,Public Utilities,Oil & Gas Production
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),United States,Finance,Savings Institutions
NFE,New Fortress Energy Inc. Class A Common Stock,United States,Public Utilities,Oil/Gas Transmission
NFG,National Fuel Gas Company Common Stock,United States,Public Utilities,Oil/Gas Transmission
NFH,New Frontier Health Corporation Ordinary Shares,,Health Care,Hospital/Nursing Management
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,United States,Finance,Finance: Consumer Services
NFLX,Netflix Inc. Common Stock,United States,Consumer Services,Consumer Electronics/Video Chains
NG,Novagold Resources Inc.,Canada,Basic Industries,Precious Metals
NGA,Northern Genesis Acquisition Corp. Common Stock,United States,Finance,Business Services
NGAB,Northern Genesis Acquisition Corp. II Common Stock,,Finance,Business Services
NGAC,NextGen Acquisition Corporation Class A Ordinary Shares,United States,Finance,Business Services
NGACU,NextGen Acquisition Corporation Units,United States,Finance,Business Services
NGACW,NextGen Acquisition Corporation Warrants,United States,Finance,Business Services
NGD,New Gold Inc.,Canada,Basic Industries,Precious Metals
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,United Kingdom,Public Utilities,Natural Gas Distribution
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,United States,Energy,Oil Refining/Marketing
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,United States,,
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,United States,,
NGM,NGM Biopharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
NGMS,NeoGames S.A. Ordinary Shares,Israel,Consumer Services,Services-Misc. Amusement & Recreation
NGS,Natural Gas Services Group Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,United States,Consumer Services,Food Chains
NGVT,Ingevity Corporation Common Stock ,,Basic Industries,Major Chemicals
NH,NantHealth Inc. Common Stock,United States,Technology,EDP Services
NHC,National HealthCare Corporation Common Stock,United States,Health Care,Hospital/Nursing Management
NHF,NexPoint Strategic Opportunities Fund,,,
NHF^A,NexPoint Strategic Opportunities Fund 5.50% Series A Cumulative Preferred Shares,,,
NHI,National Health Investors Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
NHIC,NewHold Investment Corp. Class A Common Stock,United States,Finance,Business Services
NHICU,NewHold Investment Corp. Unit,United States,Finance,Business Services
NHICW,NewHold Investment Corp. Warrant,United States,Finance,Business Services
NHS,Neuberger Berman High Yield Strategies Fund,United States,,
NHTC,Natural Health Trends Corp. Common Stock,United States,Consumer Durables,Consumer Specialties
NI,NiSource Inc Common Stock,United States,Public Utilities,Power Generation
NI^B,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,United States,Public Utilities,Power Generation
NICE,NICE Ltd American Depositary Shares,Israel,Technology,Computer Software: Prepackaged Software
NICK,Nicholas Financial Inc. Common Stock,United States,Finance,Finance Companies
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,United States,,
NIE,Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest,United States,,
NIM,Nuveen Select Maturities Municipal Fund Common Stock,United States,,
NINE,Nine Energy Service Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,,Capital Goods,Auto Manufacturing
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest,,,
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,China,Capital Goods,Metal Fabrications
NIU,Niu Technologies American Depositary Shares,China,Capital Goods,Auto Manufacturing
